"mz","rt","CAR_MB_1","CAR_MB_2","CAR_MB_3","CAR_NC_1","CAR_NC_2","CAR_NC_3","SampleID","ID","CAR MB fc","CAR MB pvalue"
101.532020568848,1.21838433333333,287605.4375,287375.53125,340937.28125,47916.9609375,158726.640625,121857.28125,3,15,2.7881759164793,0.0122553275647226
101.541514078776,1.74567833333333,207508.125,15731.3193359375,56215.8359375,42251.4453125,29423.099609375,39186.17578125,1,16,2.52077813044165,0.437261245716022
101.541615804036,1.21838433333333,3644213.25,3443203.5,3768189,972962.625,2015237.875,1521703.75,3,17,2.40705903013351,0.0133051524131317
101.577924092611,8.45598166666667,72660.0859375,48587.66796875,37373.8203125,173668.09375,17634.140625,112536.4453125,4,18,0.522058529157293,0.398812046868701
102.009544372559,1.61547783333333,164533.59375,161649.234375,157140.609375,103923.7734375,255662.59375,173081.953125,5,19,0.907362835500428,0.74381806981592
102.020309448242,1.97536166666667,195282.515625,206262.109375,224248.703125,321745,275132.5625,423167.15625,6,20,0.61349597387443,0.0900659272862326
102.0222752889,1.52612966666667,62987.3125,70380.921875,71887.359375,40448.16015625,117184.9375,78384.140625,5,21,0.86966356883393,0.689884022312675
102.039237976074,1.21771566666667,461274.84375,427154.46875,365837.1875,165981.828125,443922.125,371165.4375,1,22,1.27846869139497,0.391069878890893
102.043245951335,1.21838433333333,241769.640625,237853.375,273888.84375,91911.3984375,145443.6875,150802.0625,3,23,1.94125462434019,0.00899639868656587
102.063306172689,4.58239833333333,68909.1328125,88853.59375,85325.25,165043.46875,93059.8359375,93151.625,4,24,0.692055700908646,0.268720011222745
102.091784159342,2.88140666666667,154996.265625,161423.859375,149671.296875,292376.6875,144660.546875,196491.578125,4,25,0.735706747157613,0.325914059105369
102.127990722656,8.96460666666667,1861558.75,1717860.75,2116743.75,1264175.25,811967.125,1451609.5,3,26,1.61467230458208,0.0412561615453974
102.289131164551,5.64002833333333,21403.501953125,37224.64453125,41070.7109375,117594.7109375,21328.033203125,14644.810546875,4,27,0.649218239000782,0.645443356779164
102.52222442627,1.39149516666667,1142580.75,860656.375,1121813.25,369021.125,131352.421875,576162.5625,1,28,2.90287557266825,0.0154212260909323
102.531239827474,1.21838433333333,90089.2734375,84895.34375,115658.453125,30900.9140625,52086.87109375,45372.91796875,3,29,2.26426829424163,0.0127230532149355
102.970662434896,1.47944533333333,594741.9375,590120.3125,571188.6875,302980.5,555357.5,407821.625,1,30,1.38691117835952,0.154172411150297
103.006952921549,4.62169833333333,10896.4248046875,16293.337890625,59709.33203125,275043.34375,262474.90625,173096.140625,4,31,0.122287271230369,0.0112142076339985
103.007110595703,1.21771566666667,1176932.75,1042302.0625,1098565.125,570187.5625,1084623.625,914340.5625,1,32,1.2913989753622,0.236813592686193
103.017974853516,1.97536166666667,89508.6875,79917.8515625,95684.5625,170033.875,114350.984375,178934.71875,6,33,0.572199220752496,0.0755684338434304
103.017974853516,1.97536166666667,64417.12109375,70013.359375,72127.4453125,170033.875,114350.984375,178934.71875,6,34,0.445821708241136,0.0498237037315313
103.041425069173,1.35001166666667,327147.40625,355489.90625,357773.84375,48668.7890625,96916.1796875,78311,3,35,4.64685077653949,0.000189365489076701
103.075658162435,5.60103666666667,79757.71875,97114.5,90933.7734375,823851.3125,69154.6171875,80129.953125,4,36,0.275198969555519,0.445900654775223
103.131362915039,8.96460666666667,134869.53125,141354.3125,167350.5625,108645.1875,68801.859375,117990.734375,3,37,1.5014139504204,0.0612094879279382
103.539179484049,1.21838433333333,100277.9765625,127826.953125,138818.734375,21012.529296875,29187.158203125,47540.59375,3,38,3.75406801955054,0.00447516713225881
103.539179484049,1.21838433333333,218041.28125,209545.984375,264485.65625,40805.0234375,54602.98828125,47540.59375,3,39,4.84141079659776,0.00629285453016551
103.578806559245,7.10299666666667,239498.1875,244231.28125,273413.0625,358093.40625,71785.03125,361347.84375,6,40,0.956922879323278,0.916866787358175
103.801409403483,6.03023166666667,81034.75,200104.4375,82033.7421875,378643.34375,163964.9375,99647.3359375,4,41,0.565464777525605,0.395322842702799
103.829678853353,7.06402,50180.26953125,64615.82421875,56336.37109375,42582.80078125,5534.7880859375,105310.8828125,6,42,1.11538922971887,0.858904073141509
104.022033691406,1.39149516666667,162297.15625,104520.4140625,146067.40625,28273.39453125,10158.5654296875,42825.75,1,43,5.08117908763345,0.0100814200593134
104.071029663086,1.21125866666667,646492.4375,602893.125,638548.3125,7138572.5,2753638.5,2733834.5,4,44,0.149526934224972,0.134508911502832
104.501505533854,1.305947,91509.375,88985.375,109556.0859375,38301.90625,58940.28125,59110.42578125,3,45,1.85510705481942,0.00935945275543999
104.519777933757,1.43813466666667,154953.1875,141227.453125,161516.015625,95934.40625,28591.306640625,92016.984375,3,46,2.11365546854974,0.0576493159827339
104.817670186361,7.10299666666667,122312.1640625,146467.65625,132651.78125,182569.09375,28861.318359375,213219.53125,6,47,0.945323572603834,0.904870532523153
104.908208211263,1.43515983333333,126928.9296875,93736.4375,86975.4765625,48000.9296875,63925.83984375,61566.12890625,1,48,1.77321865344723,0.0530909816916858
104.963727315267,1.88547,305271.71875,328029.78125,359328.59375,152117.046875,142760.015625,158548.375,3,49,2.18918042892113,0.00456143844884193
105.033594767253,5.835235,234662.234375,179926.203125,281814.53125,1550485.875,339198.125,516604.21875,4,50,0.289409624052335,0.26992776342642
105.040117899577,1.21752783333333,1100811.5,1253471.875,1068106.5,287072.84375,610496.0625,468033.625,2,51,2.50613908270024,0.0061370176218475
105.067184448242,5.60103666666667,53593.09765625,608479.12890625,751430.8203125,1604156.28125,414008.181640625,277250.7265625,4,52,0.615794063474749,0.57815891095283
105.067911783854,5.60103666666667,432068.8125,556977.6875,687005.5,1425130.25,382362.625,260368.375,4,53,0.810524400512849,0.759824119124073
105.070269266764,5.64002833333333,1613005.125,2024052.375,2202378.5,6696106,1298982.5,915782.125,4,54,0.655315989395817,0.638871020830637
105.074356079102,1.21125866666667,21398.126953125,26401.892578125,26763.412109375,289623.4375,117799.8671875,107211.8515625,4,55,0.144886004648317,0.131081665495203
105.102704366048,2.39330833333333,73455.984375,76081.8671875,81252.4765625,205030.6875,78518.515625,116823.078125,4,56,0.576439326430019,0.270062718419328
105.520093282064,1.17698333333333,59470.7109375,54728.5,31471.41015625,93310.1328125,240169.296875,155765.796875,5,57,0.297745615460064,0.109388687939339
105.585945129395,8.37872833333333,61485.05078125,43207.390625,46176.84765625,155141.5625,21976.21875,98990.234375,4,58,0.546414013809021,0.392636084598307
105.697151184082,8.37872833333333,55251.67578125,36762.8671875,50281.83203125,110649.2265625,29094.369140625,93844.4609375,4,59,0.609176586536369,0.345161032674003
105.807927449544,7.876115,41010.41796875,100,100309.390625,100,26450.927734375,97730.28125,3,60,1.13790177734375,0.896392629721784
106.041831970215,1.26407516666667,292401.84375,279892.75,308062.125,146686.5,330939.25,266999.28125,5,61,1.18228192956682,0.49132250557441
106.067217508952,4.42493,528482.75,503424.375,551971.0625,595772.25,520783,567134.5625,4,62,0.940718519373948,0.280186667177813
106.071624755859,5.60103666666667,37942.72265625,48507.34375,50812.3984375,122729.8203125,41067.5703125,19982.435546875,4,63,0.746885377480873,0.670697703608121
106.073603312174,5.64002833333333,143674.375,165912.546875,186390.28125,602337.125,125562.15625,80410.53125,4,64,0.613597899536819,0.596867500711226
106.086583455404,6.74969833333333,73855.515625,70031.5390625,57207.421875,71120.703125,99439.8359375,235205,6,65,0.495592792397103,0.309840672512065
106.520444234212,2.11435666666667,1199668.375,1269728.875,1175912.75,2350168,1812609.375,2536195.5,6,66,0.544159540278777,0.0405507160280101
106.957542419434,1.26046366666667,926225.6875,701456.5,752166.1875,566468.1875,832902.1875,783999.8125,1,67,1.08998849055687,0.572826668686363
107.022051493327,2.02162,100556.8828125,79508.2421875,75636.8125,206896.515625,145760.90625,210607.734375,6,68,0.453963705481738,0.0280165851642286
107.022051493327,2.02162,127322.1640625,136972.71875,128152.234375,125311.3828125,133073.875,197492.515625,6,69,0.860860388582432,0.453456469930955
107.027336120605,1.43813466666667,238944.546875,252823.015625,277679.21875,96214.15625,22261.103515625,89816.8671875,3,70,3.69407520344329,0.00655065961492397
107.037607828776,1.21752783333333,161782.484375,181866.15625,178584.25,49645.94140625,113251.4375,99070.3125,2,71,1.99350113680675,0.0358106982917533
107.049369812012,6.78342333333333,279498.5,422825.59375,263095.1875,1111755.625,335476.375,1002569.75,4,72,0.394080574581188,0.173687653336573
107.518147786458,2.11435666666667,497037.09375,494164.40625,559936.75,968241.125,583403.8125,1137602,6,73,0.576792792201516,0.144548510151425
107.541570027669,1.35001166666667,40210.76171875,40971.31640625,120020.4921875,41171.52734375,97027.3515625,93394.109375,3,74,0.868776605914151,0.769684048885168
107.541570027669,1.35001166666667,141758.671875,146689.09375,165401.6875,71238.1328125,97027.3515625,93394.109375,3,75,1.73450339282658,0.00422254630222237
108.052019755046,7.21457833333333,146882.328125,217118.625,96503,377999,125625.4296875,255793.40625,4,76,0.606390752669785,0.308878686038031
108.057983398438,6.04406333333333,68013.140625,126146.75,60846.64453125,30286.16796875,126008.46875,78740.25,2,77,1.08497312342145,0.857148674971945
108.081001281738,9.00322333333333,231570.59375,228011.671875,318413.5625,60534.1484375,17905.9453125,153928.546875,3,78,3.34811025288279,0.0252588037726683
108.081077575684,4.48245166666667,187918.84375,213640.046875,246085.8125,212345.234375,134935.46875,127517.3359375,3,79,1.36404249774028,0.159378373639041
108.107755025228,7.21457833333333,176010.03125,267402.5,114473.7109375,396989.4375,145775.609375,307442.9375,4,80,0.656176197401404,0.33245515219412
108.163475036621,7.21457833333333,108348.171875,128942.9921875,57290.53515625,233586.046875,79272.578125,186843.953125,4,81,0.589514067195909,0.273014953260289
108.327326456706,7.21457833333333,221604.953125,281006.84375,134437.203125,494508.03125,174594.328125,403201.96875,4,82,0.594093470753704,0.265192447291292
108.383076985677,7.21457833333333,275856.625,322366.4375,151644.09375,569385.4375,179768.15625,438105.90625,4,83,0.631594993554484,0.335103322629657
108.438807169596,7.21457833333333,190031.5625,169908.6875,88508.9375,330397.28125,106722.703125,259439.140625,4,84,0.643806349532784,0.34324999144205
108.494400024414,7.21457833333333,58127.5078125,60132.890625,39600.8046875,112113.75,51545.09375,84701.390625,4,85,0.635613843424889,0.220727610570517
108.516894022624,2.34642833333333,72038.4375,77494.6953125,73061.234375,139446.8125,78448.59375,154112.171875,6,86,0.598359765436566,0.163901617519309
108.549377441406,1.21838433333333,243041.921875,271371.4375,325619.84375,154257.71875,222828.921875,221495.6875,3,87,1.40337120502091,0.0724806921699417
108.602610270182,7.21457833333333,93039.1796875,100707.375,74106.71875,206367.234375,85028.3984375,185434.078125,4,88,0.561737801343945,0.19993206476281
108.658386230469,7.22026166666667,120878.625,113362.2109375,100941.46875,207073.25,91833.359375,217721.9375,6,89,0.648787812278206,0.271035516661704
108.714022318522,7.22026166666667,62722.078125,53882.76953125,60838.234375,118978.2265625,47307.7265625,126603.0234375,6,90,0.605837352138738,0.266328771731479
108.915639241536,8.65132333333333,135622.7890625,43623.68359375,193785.9375,134696.8125,52105.5390625,98062.4921875,3,91,1.30950666023087,0.595512785227861
108.915405273438,8.93148,107086.359375,215532.625,193785.9375,370755.15625,135747.734375,391933.6796875,6,92,0.574781725208916,0.257699260533015
108.91850789388,8.88085,703048.625,1071339.875,1135333.125,2642912.5,1023304.9375,2072009.25,4,93,0.507076799760884,0.178101548205219
108.954579671224,1.21771566666667,338732.6875,244808.109375,241803.0625,248944.890625,312991.875,283919.90625,1,94,0.97574906815533,0.86376633931422
109.02677154541,8.61242,94744.1484375,34132.56640625,163811.3125,116225.21875,39009.3828125,92558.2890625,3,95,1.18118008392215,0.75358255453689
109.026639302572,8.93148,94744.1484375,170359.578125,128426.515625,277211.78125,146594.46875,330920.1328125,6,96,0.521421075437966,0.146699406310304
109.029678344727,8.88085,594445.25,872507.4375,927741.75,2265310.5,892893.6875,1838197.875,4,97,0.479283774112804,0.159212034700538
109.046936035156,1.2215125,194957.234375,192041.03125,158939.015625,97610.4609375,233314.25,197365.875,5,98,1.03340338779875,0.900324036788004
109.062589009603,7.816155,111420.3984375,307740.65625,232960.453125,224178.734375,78620.6640625,263929.59375,2,99,1.15067610233843,0.740830273036505
109.065142313639,3.30066833333333,993117.5,1244237.75,1013685.0625,1234331.5,913732.125,1108484.625,2,100,0.998308657794338,0.988837773291392
109.101470947266,4.266565,11975227,13743603,11892590,26120936,8278641,15030495,4,101,0.760901582340402,0.528521436565
109.101165771484,8.08681333333333,70449.6015625,549074.3125,80430.6953125,71484.9453125,32074.78515625,84181.8984375,2,102,3.7282866535931,0.392636462178946
109.105097452799,4.266565,109741.40234375,98956.1171875,153432.65234375,164233.84375,9947.7412109375,101953.1328125,4,103,1.31142572290428,0.597945581649758
109.137789408366,8.88085,69869.91796875,24789.134765625,24267.083984375,314300.08203125,38499.25,255390.6875,4,104,0.195541085679785,0.187923021703514
109.137789408366,8.88085,69869.91796875,120305.95703125,100298.9296875,314300.08203125,123054.5703125,255390.6875,4,105,0.419309648121223,0.13355949953275
109.140581766764,8.88085,424806.75,624995.25,663730.3125,1740964.375,682373.875,1436537.375,4,106,0.443934592452056,0.144583862773674
109.248995463053,8.88085,39910.4375,69279.2734375,63603.720703125,181723.08984375,10237.708984375,142160.14453125,4,107,0.517158337646531,0.409004379301999
109.248761494954,8.93148,39910.4375,69279.2734375,53453.0546875,43823.015625,57255.97265625,111161.4765625,6,108,0.766313651568453,0.517688424255265
109.251622517904,8.88085,219040.609375,347134.5,376829.3125,921273.25,356690.34375,746775.4375,4,109,0.465741217668345,0.155121898175287
109.296724955241,6.03023166666667,30600.70703125,76077.9765625,27950.912109375,140006.234375,49181.203125,37168.13671875,4,110,0.594770401249403,0.460769572828899
109.362561543783,8.88085,91477.0546875,147202.59375,173719.484375,365893.5625,146356.796875,308249.53125,4,111,0.502619363542344,0.164049384482123
109.466817220052,8.88085,37447.54296875,73538.859375,66296.125,121907.1953125,50132.96484375,112392.52734375,4,112,0.623284647422072,0.252074911313513
109.473543802897,8.80347666666667,45198.03125,60789.5546875,59122.2734375,143294.296875,59886.89453125,103691.875,4,113,0.538039591771868,0.184628358940569
109.530031840007,1.35001166666667,152063.1875,127756.828125,211670.21875,53167.2109375,29987.20703125,97553.9921875,3,114,2.71979723550239,0.0336287871708042
109.691088358561,8.88085,128551.40625,232459.34375,173470.8125,451018.3125,170278.71875,315007.8125,4,115,0.570841394304172,0.234917678550757
109.802136739095,8.88085,76973.4375,134449.328125,89944.4609375,244042.609375,100166.28125,202868.109375,4,116,0.550868025090618,0.186479826446257
109.913146972656,8.88085,30146.611328125,55571.49609375,45039.28125,110280.625,49064.24609375,83285.5703125,4,117,0.538915842192037,0.158322257439188
109.997604370117,1.34350616666667,131808.640625,98652.5859375,74233.3828125,76602.8359375,146633.15625,149117.640625,6,118,0.818293639499497,0.485401771301533
110.009038289388,1.52612966666667,103969.0703125,107270.203125,105940.3046875,134451.90625,341804.40625,261918.90625,5,119,0.429680609790858,0.145690211267242
110.039103190104,1.21838433333333,113135.984375,98985.3828125,134803.921875,16133.1748046875,57110.92578125,45303.35546875,3,120,2.92646759878558,0.00950547870967177
110.049204508464,1.21838433333333,318014.40625,311193.71875,350057.53125,58060.4375,101041.1328125,97479.6015625,3,121,3.81659203243126,0.000213559917352109
110.060292561849,3.62953666666667,102778.0078125,88998.890625,108426.1328125,152394.953125,106104.0859375,160763.890625,6,122,0.716025696509248,0.133655442057863
110.104799906413,4.266565,1118580.375,1131538,981144.6875,2397043.75,672114.75,1360890.5,4,123,0.72939668669579,0.509380248604613
110.528605143229,1.26407516666667,203127.8125,183829.53125,241088.015625,105832.453125,255616.03125,198457.59375,5,124,1.12169769879653,0.665408263080982
110.537216186523,1.21838433333333,388325.34375,392095.21875,439560.125,90486.3828125,283396,231708.875,3,125,2.01452823461617,0.0613752802239062
110.546819051107,1.21838433333333,263749.53125,284060.75,308549.46875,116356.53125,134411.875,142345.0625,3,126,2.17840348417215,0.00137977707943558
111.020792643229,4.270745,48428.84765625,34973.828125,51412.47265625,130631.046875,139648.640625,109267.7578125,5,127,0.355199725627188,0.00355912434628453
111.020571390788,1.17698333333333,72382.984375,58355.2890625,54542.17578125,110620.0078125,162795.296875,92731.34375,5,128,0.506027980890768,0.0948643799489373
111.029884338379,1.34760566666667,177061.140625,147490.953125,165739.28125,27850.767578125,17774.595703125,59579.86328125,1,129,4.66033286577002,0.00184738099656198
111.038851420085,1.21838433333333,103083.40625,101974.421875,139063.09375,25489.59375,50959.84765625,50248.6328125,3,130,2.71607065850788,0.0108741208082731
111.044268290202,4.42493,678421.4375,778014.0625,634231,1177104.5,981676.6875,943704.125,4,131,0.673868298933325,0.0239562358036676
111.108184814453,4.22704,58656.6640625,48391.890625,46620.26953125,101482.21875,34364.3125,50461.46875,4,132,0.824810658794845,0.646773453045543
111.116897583008,7.800205,627935.9375,1236528.75,1193567.375,1523968.5,472537.53125,1018793.1875,4,133,1.01417200770135,0.970751732610089
111.11713663737,3.90780333333333,5521494.5,5588686.5,6080131.5,9919801,7596656,7666710.5,4,134,0.68261121242989,0.0664117855347254
111.527468363444,1.39149516666667,1173609.75,1051549.375,1168758.75,666511.125,219539.21875,874937.9375,1,135,1.92728021596538,0.100810310085323
112.007380167643,1.21771566666667,426653.59375,364063.78125,376866.59375,197071.96875,347348.34375,325934.875,1,136,1.34150285483304,0.157728490831328
112.046674092611,1.21752783333333,165485.28125,180394.6875,178380.234375,35136.34375,25585.08984375,31322.736328125,2,137,5.69574589645363,6.44895491586894e-05
112.050725301107,4.66093,15033.9736328125,8707.134765625,46212.57421875,127001.734375,17462.8828125,36540.359375,4,138,0.386473808321137,0.390865442709568
112.050735473633,3.99231166666667,86570.0390625,95439.9921875,77344.5625,107334.671875,114295.9609375,99852.59375,5,139,0.80674378107742,0.038702502293539
112.056660970052,5.64002833333333,27920.171875,33202.7734375,47103.8046875,121854.9765625,25493.515625,21043.951171875,4,140,0.64270550293654,0.605922766258631
112.076077779134,2.88140666666667,126065.96875,130536.1953125,153962.375,246787.203125,173135.46875,185244.765625,4,141,0.67843131275962,0.0901801436828377
112.120465596517,3.90780333333333,493974.625,538093,515426.9375,913626.75,756022.25,649693.125,4,142,0.667212717701146,0.0747366255636213
112.120384216309,7.816155,30847.658203125,105410.875,105042.96875,66816.5,54636.09765625,26747.248046875,2,143,1.6282169580426,0.344303781088468
112.96711730957,1.74033,212772.5,218309.140625,215842.65625,267646.65625,196227.84375,206240.40625,4,144,0.965393085336997,0.762465458405453
112.99137878418,1.26046366666667,161941.046875,150596.828125,155992.1875,52774.76953125,76845.7734375,92184.0703125,1,145,2.11235490357408,0.0135360996443248
113.027280171712,1.39149516666667,290661.78125,223451.1875,284550.40625,27630.513671875,15223.9716796875,61744.625,1,146,7.63547005625244,0.00164466876514333
113.044764200846,1.21838433333333,76222.515625,89738.5625,114032.671875,9652.271484375,48822.37890625,28469.23828125,3,147,3.22039598500928,0.0152690269895142
113.059893290202,4.58239833333333,2064224.75,2295552.75,2124971.25,3191791,2185663.75,2140226.75,4,148,0.86259955945194,0.422336616183167
113.071263631185,1.74033,242922.40625,226244.140625,226633.078125,1248689.75,210285.9375,674279.5625,4,149,0.326168012477644,0.251643575304672
113.09627532959,6.06922166666667,717949.9375,818308.5,702305.875,3788236.75,599899.25,1824571.75,4,150,0.360320234361579,0.289737922057452
113.096392313639,4.390455,142982.234375,427533.9375,297985.25,157945.890625,148017.140625,180973.765625,2,151,1.78360195296136,0.261127025577611
113.506703694661,1.65923283333333,250190.578125,225163.875,254974.734375,128834.6875,179354.9375,168987.390625,3,152,1.53052046428394,0.0149669206919879
113.964012145996,1.56360433333333,772889.25,742581.75,804902.75,819951.5625,657442.625,911380.25,6,153,0.971365782207723,0.790892043276712
113.964012145996,1.56360433333333,772889.25,449441.28125,462400.96875,819951.5625,657442.625,911380.25,6,154,0.705270231275237,0.151656997368177
114.035179138184,1.43813466666667,21230.61328125,99589.5234375,122687.5625,53244.99609375,44623.66796875,55842.125,3,155,1.58419393136898,0.432662442168385
114.035179138184,1.43813466666667,156027.9375,157020.265625,181552.03125,53545.24609375,58485.111328125,67037.0703125,3,156,2.76208934607962,0.00183448790272298
114.03520711263,1.39435116666667,156027.9375,157020.265625,188597.340820312,53545.24609375,34931.75,67037.0703125,3,157,3.22572456330003,0.00134388641466299
114.040377298991,1.21771566666667,5134550.5,4931650,4632604,2264064.25,4257866,3311382,1,158,1.49479688291196,0.0983910858070658
114.040234883626,4.46436833333333,23663.140625,132804.203125,112042.390625,800608.4375,76728.4140625,72547.765625,4,159,0.28267615825807,0.447549748106573
114.063273111979,4.93561333333333,45783.10546875,131944.578125,132596.40625,219749.53125,52561.22265625,112029.328125,4,160,0.807420574517435,0.691298154452353
114.086624145508,2.7516,90607.169921875,121616.396972656,76875.75,40485.7421875,171897.05078125,31453.8828125,5,161,1.18562687900932,0.775922363729757
114.087440490723,2.795145,62856.390625,94648.546875,158209.140625,138127.65625,238480.203125,114502.953125,5,162,0.642857111041513,0.28882966635509
114.08753712972,2.83862166666667,49539.984375,64487.26171875,82716.125,256598.3828125,238480.203125,185540.65625,4,163,0.289065249553362,0.00795581387486077
114.091715494792,2.79597333333333,293793,194823.375,214882.78125,438661.71875,193816.234375,315178.3125,4,164,0.742356888007306,0.374902685839079
114.091573079427,2.7516,10495600,11289527,11851806,17539700,18107680,14761398,5,165,0.667283245787073,0.0215367445323031
114.095212300618,2.7516,128149.765625,134100.06640625,94574.12109375,82305.125,173520.515625,172540.875,5,166,0.83298750044546,0.524451346409617
114.095003763835,2.79597333333333,69889.6015625,76285.796875,113638.298828125,202681.984375,96767.3359375,100365.0078125,4,167,0.649835883781522,0.311595121657265
114.099708557129,6.789015,60623.44921875,63719.3359375,62103.30859375,131617.046875,45724.04296875,166048.46875,6,168,0.542957958633147,0.281158720112566
114.549352010091,2.34642833333333,55423.15625,87886.140625,103482.0703125,69179.0859375,76127.9140625,116226.40625,6,169,0.943632290521204,0.821333760815526
114.836062113444,7.10299666666667,102628.90625,94842.46875,99139.9140625,115881,22932.9921875,196418.515625,6,170,0.884792739815074,0.821398873362233
114.956550598145,1.925345,150062.875,135450.15625,132868.765625,285366.84375,151140.53125,188308.34375,4,171,0.669608309009912,0.226073517194407
114.987744649251,1.35001166666667,218871.890625,204589.796875,228931.9375,84044.421875,135933,109049.3828125,3,172,1.98279780159438,0.00863646025105367
115.006858825684,1.61529116666667,347841.71875,335904.59375,407968.9375,90498.7265625,115100.2265625,99606.5546875,3,173,3.57698410433237,0.00390453354265188
115.024429321289,1.30421383333333,144438.171875,133038.484375,128996,83071.5625,95498.34375,104455.125,1,174,1.43617210977695,0.0074589775307076
115.039212544759,5.32740333333333,87732.0078125,100322.25,129590.9375,183548.71875,136737.859375,151418.765625,4,175,0.673397491720699,0.0512204110269414
115.04118347168,1.21771566666667,727016,675203.5,689427.875,304574.71875,589475.5,472487.65625,1,176,1.53061793109832,0.0951005700349028
115.043670654297,1.26046366666667,173049.0625,158246.734375,144645.453125,71644.328125,140525,109145.4140625,1,177,1.48123066735067,0.107456602153283
115.075536092122,4.62169833333333,608609.0625,649715.9375,630863,4082465.25,752338.5,789615.625,4,178,0.335890315789263,0.376471937480359
115.075579325358,4.385435,1197238,1158446.875,1218361.25,1801094.5,1163914,1442108,4,179,0.810971555891477,0.270525924106117
115.095019022624,2.79597333333333,680174.6875,740652.25,774242.5,1191644.375,1167992.75,1031297.8125,4,180,0.647334578208786,0.00534149574504929
115.112007141113,3.34034666666667,130033.7734375,15019.474609375,100,277759.65625,235999.828125,210049.90625,4,181,0.200540708544189,0.0261807992849881
115.534960428874,8.53499833333333,118149.1640625,81488.859375,223837.625,140129.75,56065.0078125,208662.015625,3,182,1.04598879460979,0.924338230964955
115.53892771403,1.21838433333333,104377.84375,119510.3125,124140.1328125,38520.5859375,56064.71875,100565.4609375,3,183,1.78338162265409,0.0985496978580038
115.823964436849,7.09754166666667,183140.75,154817.546875,194492.484375,258032.90625,44925.05078125,252666.140625,4,184,0.958293176080734,0.922978034337107
115.95440419515,1.74033,126034.3671875,94551.84375,87424.2109375,156915.28125,109215.8046875,122552.40625,4,185,0.792445339372469,0.222103167617198
115.95775604248,1.2570185,143996.140625,109325.6953125,106751.21875,181126.1875,289366.34375,289640.71875,6,186,0.47369728226926,0.054325182482488
115.964385986328,2.018335,634285.1875,526609.5625,506661.21875,1478892.875,669272.1875,1072775,4,187,0.517723377769312,0.153633786555679
116.027631123861,1.43073116666667,75963.15625,66295.3828125,96268.421875,102469.9765625,27333.162109375,127198.796875,6,188,0.928113480662852,0.859796706654667
116.037963867188,1.26046366666667,758776.3125,721072.0625,758597.8125,287314.34375,684503.125,540334.875,1,189,1.48030467746977,0.170949579779787
116.070907592773,1.21125866666667,1276778.75,1484464,1521206.875,2338539.75,1284501.875,1586332.5,4,190,0.822066052896518,0.429878653437744
116.078936258952,4.48245166666667,88310.90625,73910.4765625,172276.28125,120983.9609375,80557.21875,105871.3828125,3,191,1.0881066841974,0.804016554705546
116.107233683268,3.51171833333333,93919.140625,102072.890625,194136.28125,87381.1640625,91853.96875,91490.4375,3,192,1.44104715357944,0.341084501286927
116.546780904134,1.21838433333333,102749.515625,102026.4609375,132459.59375,48147.7578125,121026.921875,69342.8671875,3,193,1.41388159794061,0.266923872836721
116.546780904134,1.21838433333333,102749.515625,102026.4609375,132459.59375,33900.98828125,121026.921875,69342.8671875,3,194,1.50369822723539,0.272757036468853
